id,loss
4,1501.450185
6,1584.323644
9,8026.335976
12,4997.744039
15,658.925133
17,1488.447723
21,2066.274550
28,704.680753
32,2710.329494
43,3555.958436
46,4215.210567
50,857.694717
54,1144.797315
62,1752.742778
70,1452.379825
71,4368.116357
75,2304.848778
77,3067.588265
81,1791.646511
83,2526.979351
87,1668.418770
97,1801.151731
103,1415.977289
119,1029.396980
120,1758.378956
127,756.482223
138,3056.114857
141,1970.385348
148,747.001189
150,2586.909043
151,2282.382563
158,1336.712796
160,6064.735473
165,2782.435179
168,3195.177796
169,3335.954610
177,2879.991656
178,4407.393087
184,2398.481708
194,7427.412401
198,1800.356546
203,3243.899215
211,1722.797827
217,1064.218000
219,1370.290107
221,4698.396818
227,1712.858486
230,1435.074334
235,1596.624616
240,655.369826
243,3137.101070
249,7551.666831
253,2871.779269
258,1638.756013
261,1454.686391
263,3972.004979
264,3180.383687
265,5336.852365
268,1328.910884
271,1208.870654
274,5782.343560
275,714.447431
279,1664.814496
282,1701.041783
286,3899.048575
288,1018.692175
294,2362.208476
296,988.792419
297,1177.452398
300,605.523239
303,11521.380549
314,1518.285561
315,4615.560806
321,1838.197434
323,4091.103123
330,3934.365620
341,2183.288544
342,3987.397183
352,2040.659829
353,3743.247187
360,4033.142521
361,2184.760416
362,3602.211754
366,1166.328817
372,3394.035548
376,2992.531271
377,2291.459915
379,1716.797913
380,3520.339885
387,1774.989643
392,2381.341053
394,10827.609668
395,1515.210545
397,1588.475848
407,4753.237168
411,6906.778345
416,2331.353321
417,1655.263993
419,2597.923549
428,5246.110872
431,2207.180829
436,5610.480957
438,1606.878014
445,7076.162193
446,8098.212030
455,1470.645010
456,1330.043294
461,1123.396459
463,1804.956771
464,3713.025261
466,1890.084041
467,1205.311796
470,1362.864274
475,1062.570795
482,2027.994770
490,2747.707988
496,2041.364530
497,4261.637090
508,2366.812951
510,1785.736134
512,1519.639200
513,2290.377219
523,2091.743747
531,3614.821719
532,1706.495947
533,2020.777839
537,1584.371325
544,4659.911928
547,2816.181984
556,6395.513305
565,1004.967063
566,911.002434
571,1279.823915
573,1218.385818
574,928.643265
581,2454.950804
585,2300.038325
589,2911.653483
597,1832.184848
601,3045.605263
602,1773.529203
613,1534.776310
616,1135.846253
619,1728.700504
622,2306.988938
623,2545.326838
629,1526.902452
634,1476.478698
638,1009.664241
642,1122.571141
643,2237.045162
645,923.267004
648,7033.294208
652,1428.859252
664,970.701018
666,2163.705871
672,876.947478
676,1626.009106
678,3423.403016
682,1986.003176
686,2013.355448
688,2303.562526
689,1383.478046
690,2361.101699
692,6505.656692
695,1283.944862
697,4734.971908
698,1619.909417
706,1895.425275
708,1674.119402
712,3214.558916
715,3801.031061
717,1198.573663
725,3343.218107
729,1029.686824
737,1099.990829
739,6817.557330
747,4226.072036
753,2704.248506
758,2262.407884
759,2011.516481
763,1352.604487
773,5524.490640
774,2658.393203
776,2086.992638
788,3432.667361
790,1584.752367
794,1746.804179
801,2471.895499
802,1315.763094
805,1353.681267
809,5458.411049
812,1674.059418
825,2957.593671
828,2713.889041
830,1344.379803
833,1007.523799
850,4792.091858
852,6317.785144
862,1709.072339
863,1464.869770
864,2000.443883
865,4234.331549
868,7447.458445
872,1633.659266
879,4150.444768
880,1343.916283
883,1094.842549
886,1333.833498
923,2383.924408
924,1205.770652
932,1711.433577
945,5644.427093
947,5975.201810
948,1904.186039
955,4697.468034
963,5179.579189
979,1430.831648
989,2320.967032
994,3222.950023
995,2156.866206
998,1590.397384
1000,3626.762861
1018,1990.671204
1019,2740.152968
1028,1642.611465
1034,1761.013834
1038,2069.294597
1040,1493.495360
1042,1255.617985
1057,6364.990590
1058,2632.253401
1063,1023.478998
1066,3363.341776
1071,5255.071150
1073,4266.259661
1074,2872.909600
1077,2572.734649
1080,3683.889100
1088,1034.749351
1096,808.113579
1097,10163.820601
1105,4853.632430
1115,1643.041058
1116,2358.796940
1122,2729.261575
1130,3778.561020
1133,989.256750
1137,1899.406353
1140,2187.010135
1143,9512.219338
1149,5214.761217
1150,1301.571973
1153,1053.079895
1157,1094.613371
1180,669.894006
1183,1036.090217
1188,1727.555313
1193,1202.942659
1200,895.323735
1209,4760.572692
1214,1296.621490
1219,2192.018434
1223,5395.788728
1227,663.818734
1228,1359.086158
1229,3204.951723
1233,1195.609084
1238,5430.728112
1239,1674.890928
1241,2651.347596
1243,1787.974851
1244,861.822231
1245,3201.242996
1277,4280.035679
1279,4152.184439
1292,10200.452668
1293,1445.231321
1299,9249.428681
1304,3277.228699
1313,4112.104149
1328,2285.139101
1330,1266.639134
1334,1474.891268
1335,1110.255169
1336,4014.476569
1341,1185.266912
1344,1570.823207
1351,936.628622
1352,2006.157255
1354,1788.722784
1368,3518.098362
1373,1657.980128
1375,921.637792
1381,1514.558796
1384,3289.390805
1385,4131.462391
1388,5505.615925
1401,4821.289944
1402,2830.966430
1404,1644.452069
1406,1413.046206
1409,887.258194
1422,1446.002958
1429,2825.886384
1433,5092.096434
1438,1189.134140
1444,885.866877
1446,815.255460
1450,1301.932797
1451,990.926268
1454,2176.131014
1458,2379.399360
1461,2220.851277
1464,3832.691051
1465,1156.623617
1478,1547.245445
1479,1247.831928
1480,2640.632263
1484,1886.523671
1486,681.423640
1488,1102.248452
1489,3333.405332
1491,1151.345040
1507,2808.041003
1515,2268.099626
1519,3149.651825
1528,1846.777035
1529,1120.924178
1530,3031.493873
1532,1140.260405
1541,1404.698907
1542,3201.566082
1547,1319.744181
1549,1101.129159
1553,1960.955629
1554,1470.479572
1555,1610.933972
1559,1726.246117
1565,946.597424
1568,988.969960
1576,3947.740080
1579,1027.527598
1592,1000.036309
1596,2485.980227
1605,1091.323908
1607,1003.304467
1612,1585.454165
1617,3955.895129
1619,2460.914544
1620,7571.360032
1624,3199.927150
1627,1345.242586
1633,2207.600157
1636,1202.081758
1639,1353.276941
1640,4158.921495
1644,939.423973
1646,1566.351131
1647,2882.979979
1654,1315.979996
1655,2652.349297
1664,6700.608494
1665,1758.013195
1667,4837.441859
1669,1283.707054
1678,1948.975434
1682,2116.417433
1689,1245.281081
1690,2747.515386
1693,4290.377894
1695,1266.709702
1705,2285.537374
1706,1928.203911
1708,1688.751974
1716,2282.939988
1720,7404.462584
1722,1728.022785
1749,4602.219004
1750,1145.909747
1751,5014.869116
1760,2376.457035
1763,3851.654670
1770,1525.746699
1777,1185.888650
1785,4604.909892
1791,1524.918508
1794,3875.245052
1800,1377.589091
1816,1637.421771
1817,1198.976506
1821,2221.099634
1836,1701.488454
1838,2073.690099
1851,3163.862811
1852,3132.568411
1854,2151.810435
1856,1216.407683
1865,831.400322
1872,1144.160508
1878,865.764764
1880,1007.271511
1881,1623.032280
1882,1566.675373
1886,915.997174
1892,1550.748334
1894,2025.302260
1898,1974.674741
1899,2807.119904
1902,1440.066675
1903,6074.185768
1906,1336.540133
1910,2224.180974
1911,1304.363021
1914,3332.624354
1929,3354.981844
1932,1221.237967
1952,731.022364
1959,1224.769700
1960,1927.641089
1976,3152.097256
1980,2277.611683
1981,2042.330033
1987,1940.566063
1994,1706.297650
2000,876.479239
2008,1981.844429
2011,2693.789014
2012,5126.167436
2019,1750.793154
2022,2796.965032
2024,5391.546214
2028,993.226956
2030,3595.780977
2031,7985.660066
2047,1774.890958
2049,868.564311
2050,1359.004387
2051,4356.434028
2056,1388.749594
2057,1338.862611
2059,1956.931309
2069,3047.594878
2085,1575.846802
2089,1190.432696
2090,1404.631855
2101,2754.491631
2114,2510.788628
2115,1738.141333
2118,1125.751297
2119,1971.834366
2125,1410.198671
2128,4121.573621
2129,1479.707724
2132,1593.069573
2133,2054.682605
2135,663.472484
2136,1574.120079
2143,1155.650638
2144,1205.418628
2145,3371.522236
2152,2750.444892
2160,2570.885689
2166,2042.306653
2169,1124.158272
2170,1894.085513
2172,1586.313951
2181,2786.952785
2183,1736.798149
2185,3427.704338
2188,1737.042893
2189,2193.293124
2194,4970.888744
2202,1247.239458
2208,2696.417041
2227,1691.622820
2230,6296.067736
2235,2713.826842
2236,1267.042370
2244,7680.236336
2248,1558.240514
2252,1290.252348
2254,1643.880711
2260,3863.770102
2263,2045.863126
2274,1348.002147
2277,1167.166665
2279,6808.854223
2280,11511.134749
2283,3419.958354
2284,788.411496
2288,3887.312918
2292,1556.109257
2295,4652.959715
2296,1270.725950
2299,2030.033619
2315,5071.966421
2318,1758.310979
2329,8830.273934
2337,1410.836884
2340,945.033568
2342,1807.333758
2347,3824.089850
2349,3958.317559
2354,1314.340437
2361,1821.303463
2370,1191.433044
2378,3934.463799
2382,4413.817571
2387,1234.121077
2389,1878.687275
2394,1602.037225
2396,2184.517096
2400,2439.538844
2407,2936.716639
2414,1065.708834
2415,1867.973491
2421,2155.810834
2427,766.515736
2428,1814.099632
2430,2166.560133
2435,1901.809263
2445,5215.834973
2446,1420.911710
2447,1362.775703
2449,2406.971608
2451,1976.008102
2458,11805.457782
2462,11270.416697
2463,2827.947411
